uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
PB,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
PB,INDETERMINADA,DOMICILIO,"80 - 89",M,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,2
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,3
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,4
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,6
PB,PNEUMONIA,DOMICILIO,"80 - 89",F,2
PB,PNEUMONIA,DOMICILIO,"80 - 89",M,3
PB,PNEUMONIA,HOSPITAL,"80 - 89",F,16
PB,PNEUMONIA,HOSPITAL,"80 - 89",M,9
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
PB,SEPTICEMIA,HOSPITAL,"80 - 89",F,14
PB,SEPTICEMIA,HOSPITAL,"80 - 89",M,7
PB,SEPTICEMIA,OUTRO,"80 - 89",M,1
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
PB,SRAG,HOSPITAL,"80 - 89",F,1
PE,OUTRAS,DOMICILIO,"80 - 89",F,62
PE,OUTRAS,DOMICILIO,"80 - 89",M,57
PE,OUTRAS,HOSPITAL,"80 - 89",F,53
PE,OUTRAS,HOSPITAL,"80 - 89",M,40
PE,OUTRAS,IGNORADO,"80 - 89",F,1
PE,OUTRAS,IGNORADO,"80 - 89",M,1
PE,OUTRAS,OUTRO,"80 - 89",F,1
PE,OUTRAS,OUTRO,"80 - 89",M,1
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
PE,OUTRAS,VIA_PUBLICA,"80 - 89",M,1
PE,COVID,DOMICILIO,"80 - 89",M,1
PE,COVID,HOSPITAL,"80 - 89",F,36
PE,COVID,HOSPITAL,"80 - 89",M,38
PE,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
PE,INDETERMINADA,DOMICILIO,"80 - 89",M,1
PE,INDETERMINADA,HOSPITAL,"80 - 89",F,1
PE,INDETERMINADA,HOSPITAL,"80 - 89",M,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,4
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,2
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,9
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,5
PE,PNEUMONIA,DOMICILIO,"80 - 89",F,4
PE,PNEUMONIA,HOSPITAL,"80 - 89",F,17
PE,PNEUMONIA,HOSPITAL,"80 - 89",M,11
PE,SEPTICEMIA,DOMICILIO,"80 - 89",F,4
PE,SEPTICEMIA,DOMICILIO,"80 - 89",M,3
PE,SEPTICEMIA,HOSPITAL,"80 - 89",F,44
PE,SEPTICEMIA,HOSPITAL,"80 - 89",M,23
PE,SRAG,HOSPITAL,"80 - 89",F,11
PE,SRAG,HOSPITAL,"80 - 89",M,12
PI,OUTRAS,DOMICILIO,"80 - 89",F,8
PI,OUTRAS,DOMICILIO,"80 - 89",M,6
PI,OUTRAS,HOSPITAL,"80 - 89",F,4
PI,OUTRAS,HOSPITAL,"80 - 89",M,2
PI,OUTRAS,OUTRO,"80 - 89",M,1
PI,COVID,HOSPITAL,"80 - 89",F,1
PI,COVID,HOSPITAL,"80 - 89",M,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,2
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,1
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,2
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,1
PI,PNEUMONIA,HOSPITAL,"80 - 89",F,1
PI,PNEUMONIA,HOSPITAL,"80 - 89",M,1
PI,SEPTICEMIA,HOSPITAL,"80 - 89",M,4
PR,OUTRAS,DOMICILIO,"80 - 89",F,60
PR,OUTRAS,DOMICILIO,"80 - 89",M,57
PR,OUTRAS,HOSPITAL,"80 - 89",F,71
PR,OUTRAS,HOSPITAL,"80 - 89",M,58
PR,OUTRAS,OUTRO,"80 - 89",F,5
PR,OUTRAS,OUTRO,"80 - 89",M,4
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,4
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
PR,OUTRAS,VIA_PUBLICA,"80 - 89",F,1
PR,COVID,DOMICILIO,"80 - 89",M,5
PR,COVID,HOSPITAL,"80 - 89",F,82
PR,COVID,HOSPITAL,"80 - 89",M,101
PR,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
PR,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
PR,INDETERMINADA,DOMICILIO,"80 - 89",F,1
PR,INDETERMINADA,DOMICILIO,"80 - 89",M,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,4
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,4
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,8
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,14
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,1
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
PR,PNEUMONIA,DOMICILIO,"80 - 89",F,2
PR,PNEUMONIA,DOMICILIO,"80 - 89",M,1
PR,PNEUMONIA,HOSPITAL,"80 - 89",F,35
PR,PNEUMONIA,HOSPITAL,"80 - 89",M,40
PR,PNEUMONIA,OUTRO,"80 - 89",M,2
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
PR,SEPTICEMIA,DOMICILIO,"80 - 89",F,3
PR,SEPTICEMIA,HOSPITAL,"80 - 89",F,46
PR,SEPTICEMIA,HOSPITAL,"80 - 89",M,30
PR,SEPTICEMIA,OUTRO,"80 - 89",M,1
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
PR,SRAG,HOSPITAL,"80 - 89",F,1
PR,SRAG,HOSPITAL,"80 - 89",M,1
RJ,OUTRAS,DOMICILIO,"80 - 89",F,113
RJ,OUTRAS,DOMICILIO,"80 - 89",M,87
RJ,OUTRAS,HOSPITAL,"80 - 89",F,161
RJ,OUTRAS,HOSPITAL,"80 - 89",M,116
RJ,OUTRAS,IGNORADO,"80 - 89",F,1
RJ,OUTRAS,OUTRO,"80 - 89",F,7
RJ,OUTRAS,OUTRO,"80 - 89",M,2
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,55
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,24
RJ,OUTRAS,VIA_PUBLICA,"80 - 89",M,1
RJ,COVID,DOMICILIO,"80 - 89",F,5
RJ,COVID,HOSPITAL,"80 - 89",F,222
RJ,COVID,HOSPITAL,"80 - 89",M,206
RJ,COVID,IGNORADO,"80 - 89",F,1
RJ,COVID,IGNORADO,"80 - 89",M,2
RJ,COVID,OUTRO,"80 - 89",M,1
RJ,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,6
RJ,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,10
RJ,INDETERMINADA,DOMICILIO,"80 - 89",F,8
RJ,INDETERMINADA,DOMICILIO,"80 - 89",M,8
RJ,INDETERMINADA,HOSPITAL,"80 - 89",F,3
RJ,INDETERMINADA,HOSPITAL,"80 - 89",M,2
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,5
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,8
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,31
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,20
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,8
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
RJ,PNEUMONIA,DOMICILIO,"80 - 89",F,2
RJ,PNEUMONIA,DOMICILIO,"80 - 89",M,6
RJ,PNEUMONIA,HOSPITAL,"80 - 89",F,105
RJ,PNEUMONIA,HOSPITAL,"80 - 89",M,88
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,14
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,11
RJ,SEPTICEMIA,DOMICILIO,"80 - 89",M,2
RJ,SEPTICEMIA,HOSPITAL,"80 - 89",F,95
RJ,SEPTICEMIA,HOSPITAL,"80 - 89",M,64
RJ,SEPTICEMIA,OUTRO,"80 - 89",F,1
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,21
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,7
RJ,SRAG,HOSPITAL,"80 - 89",F,6
RJ,SRAG,HOSPITAL,"80 - 89",M,4
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
RN,OUTRAS,DOMICILIO,"80 - 89",F,7
RN,OUTRAS,DOMICILIO,"80 - 89",M,8
RN,OUTRAS,HOSPITAL,"80 - 89",F,8
RN,OUTRAS,HOSPITAL,"80 - 89",M,6
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
RN,COVID,HOSPITAL,"80 - 89",F,5
RN,COVID,HOSPITAL,"80 - 89",M,10
RN,INDETERMINADA,HOSPITAL,"80 - 89",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,1
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,4
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,2
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
RN,PNEUMONIA,DOMICILIO,"80 - 89",F,1
RN,PNEUMONIA,DOMICILIO,"80 - 89",M,1
RN,PNEUMONIA,HOSPITAL,"80 - 89",F,6
RN,PNEUMONIA,HOSPITAL,"80 - 89",M,9
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
RN,SEPTICEMIA,DOMICILIO,"80 - 89",F,1
RN,SEPTICEMIA,HOSPITAL,"80 - 89",F,4
RN,SEPTICEMIA,HOSPITAL,"80 - 89",M,6
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
RO,OUTRAS,DOMICILIO,"80 - 89",F,5
RO,OUTRAS,DOMICILIO,"80 - 89",M,7
RO,OUTRAS,HOSPITAL,"80 - 89",F,3
RO,OUTRAS,HOSPITAL,"80 - 89",M,10
RO,OUTRAS,VIA_PUBLICA,"80 - 89",M,1
RO,COVID,DOMICILIO,"80 - 89",F,1
RO,COVID,DOMICILIO,"80 - 89",M,1
RO,COVID,HOSPITAL,"80 - 89",F,6
RO,COVID,HOSPITAL,"80 - 89",M,12
RO,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,1
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,2
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,5
RO,PNEUMONIA,HOSPITAL,"80 - 89",M,1
RO,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,1
RO,SEPTICEMIA,HOSPITAL,"80 - 89",F,1
RO,SEPTICEMIA,HOSPITAL,"80 - 89",M,1
RO,SRAG,HOSPITAL,"80 - 89",M,1
RR,OUTRAS,DOMICILIO,"80 - 89",F,1
RR,OUTRAS,HOSPITAL,"80 - 89",F,3
RR,OUTRAS,HOSPITAL,"80 - 89",M,3
RR,COVID,HOSPITAL,"80 - 89",M,4
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,1
RR,PNEUMONIA,HOSPITAL,"80 - 89",F,2
RS,OUTRAS,DOMICILIO,"80 - 89",F,79
RS,OUTRAS,DOMICILIO,"80 - 89",M,52
RS,OUTRAS,HOSPITAL,"80 - 89",F,134
RS,OUTRAS,HOSPITAL,"80 - 89",M,95
RS,OUTRAS,IGNORADO,"80 - 89",F,1
RS,OUTRAS,IGNORADO,"80 - 89",M,7
RS,OUTRAS,OUTRO,"80 - 89",F,4
RS,OUTRAS,OUTRO,"80 - 89",M,3
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,19
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,9
RS,OUTRAS,VIA_PUBLICA,"80 - 89",M,1
RS,COVID,DOMICILIO,"80 - 89",F,3
RS,COVID,DOMICILIO,"80 - 89",M,2
RS,COVID,HOSPITAL,"80 - 89",F,79
RS,COVID,HOSPITAL,"80 - 89",M,102
RS,COVID,IGNORADO,"80 - 89",F,5
RS,COVID,IGNORADO,"80 - 89",M,3
RS,COVID,OUTRO,"80 - 89",M,1
RS,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,5
RS,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
RS,INDETERMINADA,DOMICILIO,"80 - 89",F,4
RS,INDETERMINADA,DOMICILIO,"80 - 89",M,2
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,5
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,6
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,16
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,25
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
RS,PNEUMONIA,DOMICILIO,"80 - 89",F,6
RS,PNEUMONIA,DOMICILIO,"80 - 89",M,2
RS,PNEUMONIA,HOSPITAL,"80 - 89",F,59
RS,PNEUMONIA,HOSPITAL,"80 - 89",M,58
RS,PNEUMONIA,IGNORADO,"80 - 89",F,3
RS,PNEUMONIA,IGNORADO,"80 - 89",M,4
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,5
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
RS,SEPTICEMIA,DOMICILIO,"80 - 89",F,1
RS,SEPTICEMIA,DOMICILIO,"80 - 89",M,2
RS,SEPTICEMIA,HOSPITAL,"80 - 89",F,65
RS,SEPTICEMIA,HOSPITAL,"80 - 89",M,43
RS,SEPTICEMIA,IGNORADO,"80 - 89",M,3
RS,SEPTICEMIA,OUTRO,"80 - 89",F,1
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,5
RS,SRAG,HOSPITAL,"80 - 89",F,2
SC,OUTRAS,DOMICILIO,"80 - 89",F,31
SC,OUTRAS,DOMICILIO,"80 - 89",M,33
SC,OUTRAS,HOSPITAL,"80 - 89",F,54
SC,OUTRAS,HOSPITAL,"80 - 89",M,33
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
SC,OUTRAS,VIA_PUBLICA,"80 - 89",M,1
SC,COVID,DOMICILIO,"80 - 89",F,2
SC,COVID,HOSPITAL,"80 - 89",F,44
SC,COVID,HOSPITAL,"80 - 89",M,42
SC,COVID,OUTRO,"80 - 89",M,1
SC,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
SC,INDETERMINADA,DOMICILIO,"80 - 89",F,1
SC,INDETERMINADA,DOMICILIO,"80 - 89",M,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,2
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,1
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,4
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,7
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,1
SC,PNEUMONIA,DOMICILIO,"80 - 89",F,4
SC,PNEUMONIA,DOMICILIO,"80 - 89",M,1
SC,PNEUMONIA,HOSPITAL,"80 - 89",F,17
SC,PNEUMONIA,HOSPITAL,"80 - 89",M,28
SC,PNEUMONIA,OUTRO,"80 - 89",M,1
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
SC,SEPTICEMIA,HOSPITAL,"80 - 89",F,21
SC,SEPTICEMIA,HOSPITAL,"80 - 89",I,1
SC,SEPTICEMIA,HOSPITAL,"80 - 89",M,10
SC,SEPTICEMIA,OUTRO,"80 - 89",M,1
SE,OUTRAS,DOMICILIO,"80 - 89",F,5
SE,OUTRAS,DOMICILIO,"80 - 89",M,6
SE,OUTRAS,HOSPITAL,"80 - 89",F,5
SE,OUTRAS,HOSPITAL,"80 - 89",M,3
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,10
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,6
SE,COVID,HOSPITAL,"80 - 89",F,6
SE,COVID,HOSPITAL,"80 - 89",M,3
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,1
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,1
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
SE,PNEUMONIA,HOSPITAL,"80 - 89",F,1
SE,PNEUMONIA,HOSPITAL,"80 - 89",M,1
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
SE,SEPTICEMIA,HOSPITAL,"80 - 89",F,6
SE,SEPTICEMIA,HOSPITAL,"80 - 89",M,3
SP,OUTRAS,DOMICILIO,"80 - 89",F,158
SP,OUTRAS,DOMICILIO,"80 - 89",I,1
SP,OUTRAS,DOMICILIO,"80 - 89",M,137
SP,OUTRAS,HOSPITAL,"80 - 89",F,298
SP,OUTRAS,HOSPITAL,"80 - 89",I,2
SP,OUTRAS,HOSPITAL,"80 - 89",M,276
SP,OUTRAS,IGNORADO,"80 - 89",F,6
SP,OUTRAS,IGNORADO,"80 - 89",M,3
SP,OUTRAS,OUTRO,"80 - 89",F,13
SP,OUTRAS,OUTRO,"80 - 89",I,1
SP,OUTRAS,OUTRO,"80 - 89",M,8
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,27
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,23
SP,OUTRAS,VIA_PUBLICA,"80 - 89",M,2
SP,COVID,DOMICILIO,"80 - 89",F,5
SP,COVID,DOMICILIO,"80 - 89",M,3
SP,COVID,HOSPITAL,"80 - 89",F,254
SP,COVID,HOSPITAL,"80 - 89",M,278
SP,COVID,IGNORADO,"80 - 89",M,2
SP,COVID,OUTRO,"80 - 89",F,4
SP,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
SP,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,10
SP,COVID,POSTO_SAUDE,"80 - 89",M,1
SP,INDETERMINADA,DOMICILIO,"80 - 89",F,3
SP,INDETERMINADA,DOMICILIO,"80 - 89",M,6
SP,INDETERMINADA,HOSPITAL,"80 - 89",F,2
SP,INDETERMINADA,HOSPITAL,"80 - 89",M,3
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,9
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,10
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,52
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,49
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,1
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,2
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,10
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
SP,PNEUMONIA,DOMICILIO,"80 - 89",F,7
SP,PNEUMONIA,DOMICILIO,"80 - 89",M,9
SP,PNEUMONIA,HOSPITAL,"80 - 89",F,213
SP,PNEUMONIA,HOSPITAL,"80 - 89",M,164
SP,PNEUMONIA,IGNORADO,"80 - 89",F,3
SP,PNEUMONIA,IGNORADO,"80 - 89",M,2
SP,PNEUMONIA,OUTRO,"80 - 89",F,5
SP,PNEUMONIA,OUTRO,"80 - 89",M,2
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,7
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,7
SP,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,1
SP,SEPTICEMIA,DOMICILIO,"80 - 89",F,4
SP,SEPTICEMIA,DOMICILIO,"80 - 89",M,4
SP,SEPTICEMIA,HOSPITAL,"80 - 89",F,172
SP,SEPTICEMIA,HOSPITAL,"80 - 89",M,90
SP,SEPTICEMIA,OUTRO,"80 - 89",F,4
SP,SEPTICEMIA,OUTRO,"80 - 89",M,2
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,4
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,5
SP,SRAG,HOSPITAL,"80 - 89",F,6
SP,SRAG,HOSPITAL,"80 - 89",M,11
SP,SRAG,OUTRO,"80 - 89",F,1
SP,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
TO,OUTRAS,DOMICILIO,"80 - 89",F,2
TO,OUTRAS,DOMICILIO,"80 - 89",M,3
TO,OUTRAS,HOSPITAL,"80 - 89",F,2
TO,OUTRAS,HOSPITAL,"80 - 89",M,2
TO,OUTRAS,VIA_PUBLICA,"80 - 89",M,1
TO,COVID,HOSPITAL,"80 - 89",F,3
TO,COVID,HOSPITAL,"80 - 89",I,1
TO,COVID,HOSPITAL,"80 - 89",M,3
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,1
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,1
TO,PNEUMONIA,DOMICILIO,"80 - 89",F,2
TO,PNEUMONIA,DOMICILIO,"80 - 89",M,2
TO,PNEUMONIA,HOSPITAL,"80 - 89",F,1
TO,PNEUMONIA,HOSPITAL,"80 - 89",M,4
TO,SEPTICEMIA,HOSPITAL,"80 - 89",F,2
TO,SEPTICEMIA,HOSPITAL,"80 - 89",M,3
AC,OUTRAS,DOMICILIO,"90 - 99",F,1
AC,OUTRAS,DOMICILIO,"90 - 99",M,3
AC,OUTRAS,HOSPITAL,"90 - 99",M,2
AC,COVID,DOMICILIO,"90 - 99",F,1
AC,COVID,HOSPITAL,"90 - 99",F,2
AC,COVID,HOSPITAL,"90 - 99",M,2
AC,PNEUMONIA,HOSPITAL,"90 - 99",F,1
AC,SEPTICEMIA,DOMICILIO,"90 - 99",M,1
AC,SEPTICEMIA,HOSPITAL,"90 - 99",F,1
AL,OUTRAS,DOMICILIO,"90 - 99",F,10
AL,OUTRAS,DOMICILIO,"90 - 99",M,2
AL,OUTRAS,HOSPITAL,"90 - 99",F,1
AL,OUTRAS,HOSPITAL,"90 - 99",M,2
AL,COVID,HOSPITAL,"90 - 99",F,2
AL,COVID,HOSPITAL,"90 - 99",M,3
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,1
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,1
AL,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,1
AL,PNEUMONIA,DOMICILIO,"90 - 99",F,1
AL,PNEUMONIA,HOSPITAL,"90 - 99",F,5
AL,PNEUMONIA,HOSPITAL,"90 - 99",M,1
AM,OUTRAS,DOMICILIO,"90 - 99",F,11
AM,OUTRAS,DOMICILIO,"90 - 99",M,10
AM,OUTRAS,HOSPITAL,"90 - 99",F,5
AM,COVID,DOMICILIO,"90 - 99",F,1
AM,COVID,HOSPITAL,"90 - 99",F,4
AM,COVID,HOSPITAL,"90 - 99",M,2
AM,COVID,OUTRO,"90 - 99",F,1
AM,INDETERMINADA,DOMICILIO,"90 - 99",F,1
AM,INDETERMINADA,DOMICILIO,"90 - 99",M,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,1
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,1
AM,PNEUMONIA,DOMICILIO,"90 - 99",M,1
AM,PNEUMONIA,HOSPITAL,"90 - 99",F,2
AM,PNEUMONIA,HOSPITAL,"90 - 99",M,3
AM,SRAG,HOSPITAL,"90 - 99",M,1
AP,OUTRAS,HOSPITAL,"90 - 99",F,1
AP,OUTRAS,HOSPITAL,"90 - 99",M,1
AP,COVID,HOSPITAL,"90 - 99",F,1
AP,COVID,HOSPITAL,"90 - 99",M,1
BA,OUTRAS,DOMICILIO,"90 - 99",F,62
BA,OUTRAS,DOMICILIO,"90 - 99",M,30
BA,OUTRAS,HOSPITAL,"90 - 99",F,22
BA,OUTRAS,HOSPITAL,"90 - 99",M,16
BA,OUTRAS,OUTRO,"90 - 99",F,2
BA,OUTRAS,OUTRO,"90 - 99",M,2
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,5
BA,COVID,HOSPITAL,"90 - 99",F,23
BA,COVID,HOSPITAL,"90 - 99",M,15
BA,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
BA,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
BA,INDETERMINADA,DOMICILIO,"90 - 99",F,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,8
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,1
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,6
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,5
BA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",M,1
BA,PNEUMONIA,DOMICILIO,"90 - 99",F,1
BA,PNEUMONIA,DOMICILIO,"90 - 99",M,6
BA,PNEUMONIA,HOSPITAL,"90 - 99",F,18
